# ID	Type	RA	Decl	I	V	V_I	P	T0	A	Ecc	Incl	Peri	Model	Var	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER
OGLE-LMC-HB-0234	RG	05:23:17.14	-67:36:26.3	15.058	16.571	1.513	300.50000000	9217.2000	0.041	0.3330	65.20	177.70	1	-99.99	-99.99	-99.99	LMC504.26.18487	-99.99
OGLE-LMC-HB-0235	RG	05:23:19.47	-70:33:38.0	15.730	17.422	1.692	337.51400000	9170.7000	0.054	0.2177	60.20	106.50	1	OSARG	-99.99	LMC163.7.9297	LMC502.10.19667	OGLE-LMC-ECL-14399
OGLE-LMC-HB-0236	RG	05:23:29.53	-69:23:30.8	14.954	16.683	1.729	460.33400000	9218.8600	0.083	0.3062	80.80	161.60	1	TEO	LMC_SC5_208457	LMC161.7.16296	LMC503.09.85338	2MASS J05232951-6923309
OGLE-LMC-HB-0237	RG	05:23:47.66	-69:53:48.4	14.889	16.743	1.854	448.93000000	9132.5000	0.063	0.2555	55.00	96.00	1	OSARG	-99.99	LMC162.7.89086	LMC503.01.67401	2MASS J05234767-6953484
OGLE-LMC-HB-0238	MS	05:24:01.89	-69:49:20.6	13.402	13.260	-0.142	7.46787700	9000.7340	0.046	0.1274	43.20	4.00	0	-99.99	-99.99	LMC162.6.39761	LMC503.01.81108	-99.99
OGLE-LMC-HB-0239	RG	05:24:01.91	-69:13:52.1	15.481	17.054	1.573	603.75000000	9480.2000	0.033	0.3730	70.40	112.20	1	OSARG	LMC_SC5_338248	LMC161.6.26578	LMC503.18.50064	-99.99
OGLE-LMC-HB-0240	RG	05:24:28.95	-70:59:58.5	15.031	16.538	1.507	556.02000000	9410.8000	0.038	0.4460	78.70	85.80	1	-99.99	-99.99	LMC164.6.12098	LMC502.01.31370	OGLE-LMC-ECL-14853
OGLE-LMC-HB-0241	RG	05:24:32.81	-70:09:21.1	16.629	17.956	1.327	249.13000000	9055.7000	0.029	0.3510	88.50	113.20	1	-99.99	-99.99	LMC163.5.91390	LMC502.26.308	-99.99
OGLE-LMC-HB-0242	RG	05:24:35.64	-69:51:50.4	15.111	16.532	1.421	384.91000000	9225.7000	0.025	0.1270	49.50	159.30	0	ECL	-99.99	LMC162.7.108710	LMC503.01.85	OGLE-LMC-ECL-14896
OGLE-LMC-HB-0243	RG	05:24:36.92	-70:33:15.1	15.824	17.351	1.527	245.04600000	9184.1100	0.081	0.2295	72.30	44.50	1	-99.99	-99.99	LMC163.7.19168	LMC502.09.20629	OGLE-LMC-ECL-14911
OGLE-LMC-HB-0244	RG	05:24:38.26	-70:00:28.7	13.868	15.340	1.472	410.26300000	9112.7000	0.057	0.1235	53.00	59.20	1	OSARG	LMC_SC5_356767	LMC162.8.90400	LMC502.26.23301	-99.99
OGLE-LMC-HB-0245	RG	05:24:50.90	-68:52:11.5	16.496	17.791	1.295	211.87200000	9022.3000	0.044	0.2333	89.30	89.80	1	-99.99	-99.99	LMC160.8.61966	LMC517.16.38304	OGLE-LMC-ECL-15016
OGLE-LMC-HB-0246	RG	05:25:06.65	-68:48:23.3	15.546	16.937	1.391	200.78700000	9052.4000	0.039	0.1134	89.00	170.20	0	ECL	-99.99	LMC160.7.25914	LMC517.16.46859	EROS2-star lm020-6m-17696
OGLE-LMC-HB-0247	RG	05:25:08.03	-69:24:34.1	15.194	16.819	1.625	322.88000000	9285.8000	0.029	0.2460	30.64	46.10	1	-99.99	LMC_SC4_113080	LMC161.8.113564	LMC503.09.31338	-99.99
OGLE-LMC-HB-0248	RG	05:25:15.04	-69:57:25.8	16.279	17.760	1.481	292.49400000	9035.9000	0.041	0.3910	64.00	129.30	1	-99.99	LMC_SC4_36298	LMC162.7.53099	LMC502.26.37056	OGLE-LMC-ECL-32997
OGLE-LMC-HB-0249	RG	05:25:21.86	-69:05:25.6	15.860	17.366	1.506	271.97100000	9118.0000	0.051	0.2952	59.00	43.50	1	-99.99	-99.99	LMC161.5.34250	LMC503.17.63553	-99.99
OGLE-LMC-HB-0250	RG	05:25:41.96	-69:48:47.4	14.774	16.371	1.597	511.57000000	9200.5000	0.034	0.3070	73.50	41.90	1	-99.99	LMC_SC4_176272	LMC162.6.61369	LMC516.25.78663	-99.99
OGLE-LMC-HB-0251	RG	05:25:50.39	-69:08:42.8	15.702	17.238	1.536	276.17000000	9103.4000	0.024	0.1700	67.00	117.80	1	-99.99	-99.99	LMC161.3.47502	LMC503.17.63502	OGLE-LMC-ECL-15418
OGLE-LMC-HB-0252	RG	05:25:58.39	-70:03:42.3	14.717	16.418	1.701	338.15900000	9294.6000	0.049	0.1887	45.74	132.30	1	OSARG	LMC_SC4_145349	LMC162.1.60591	LMC516.16.26513	-99.99
OGLE-LMC-HB-0253	RG	05:26:18.26	-69:11:44.1	15.878	17.285	1.407	235.00000000	9093.9000	0.017	0.2090	49.00	148.30	1	-99.99	-99.99	LMC161.3.166	LMC517.07.52822	MACHO 80.7437.74
OGLE-LMC-HB-0254	MS	05:26:24.45	-68:47:05.0	13.473	13.772	0.299	32.82939000	9031.0030	0.321	0.5473	42.51	130.64	1	TEO	-99.99	-99.99	LMC517.15.43517	2MASS J052624.45-684705.0
OGLE-LMC-HB-0255	MS	05:26:25.67	-71:41:45.8	15.136	15.246	0.110	19.88490000	9011.8490	0.077	0.2529	50.90	27.80	1	-99.99	-99.99	LMC165.2.15	LMC501.17.15783	-99.99
OGLE-LMC-HB-0256	MS	05:26:28.44	-66:37:54.0	15.586	15.469	-0.117	6.58432000	9005.0500	0.022	0.2300	41.20	141.00	0	ECL	-99.99	-99.99	LMC519.07.7946	OGLE-LMC-ECL-33339
OGLE-LMC-HB-0257	RG	05:26:34.23	-71:36:37.6	15.458	17.026	1.568	493.00000000	9327.9000	0.028	0.3250	57.80	27.20	1	-99.99	-99.99	LMC165.3.17	LMC501.17.19601	-99.99
OGLE-LMC-HB-0258	RG	05:26:49.26	-69:49:22.4	14.499	15.662	1.163	242.81800000	9084.5000	0.042	0.1948	48.30	165.10	1	-99.99	LMC_SC4_295953	LMC162.3.21749	LMC516.24.76540	-99.99
OGLE-LMC-HB-0259	RG	05:26:50.41	-69:49:22.3	15.637	17.326	1.689	585.49000000	9174.8000	0.023	0.2920	59.10	57.60	1	-99.99	LMC_SC4_296020	LMC162.3.21819	LMC516.24.76606	-99.99
OGLE-LMC-HB-0260	RG	05:26:53.48	-69:03:20.7	16.189	17.758	1.569	263.93000000	9011.2000	0.016	0.1940	63.00	37.90	1	-99.99	-99.99	LMC161.4.10415	LMC517.07.75128	-99.99
OGLE-LMC-HB-0261	RG	05:26:56.83	-69:54:40.7	14.825	16.057	1.232	252.74000000	9202.2000	0.038	0.2412	54.50	109.10	1	-99.99	LMC_SC4_287362	LMC162.2.95455	LMC516.24.60238	-99.99
OGLE-LMC-HB-0262	RG	05:26:59.38	-70:41:25.7	15.900	17.293	1.393	288.03000000	9022.3000	0.026	0.2100	42.70	7.30	1	-99.99	-99.99	LMC163.1.9115	LMC502.08.5638	-99.99
OGLE-LMC-HB-0263	MS	05:27:14.53	-69:01:59.7	14.804	14.696	-0.108	7.00722200	9005.6960	0.032	0.2250	41.30	114.60	0	ECL	-99.99	LMC161.4.20878	LMC517.07.33274	OGLE-LMC-ECL-16111
OGLE-LMC-HB-0264	RG	05:27:16.09	-69:46:24.2	16.141	17.425	1.284	294.15300000	9070.8000	0.024	0.1880	49.10	151.50	1	-99.99	LMC_SC4_427226	LMC162.3.22032	LMC516.24.76844	-99.99
OGLE-LMC-HB-0265	RG	05:27:22.00	-68:56:13.3	13.829	15.290	1.461	462.13000000	9263.7000	0.020	0.1790	89.30	66.30	1	-99.99	-99.99	LMC160.1.15740	LMC517.15.7	EROS2-star lm020-7n-11720
OGLE-LMC-HB-0266	MS	05:27:29.73	-70:44:15.6	17.200	17.579	0.379	8.38852300	9002.0880	0.074	0.1630	89.90	55.70	1	-99.99	-99.99	LMC164.4.36525	LMC515.32.32180	OGLE-LMC-ECL-16219
OGLE-LMC-HB-0267	RG	05:27:33.91	-70:09:19.5	16.241	17.788	1.547	431.25000000	9322.8000	0.030	0.3710	67.00	101.50	1	-99.99	LMC_SC3_5737	LMC163.4.86882	LMC516.15.133	-99.99
OGLE-LMC-HB-0268	MS	05:27:40.55	-69:05:59.2	15.282	15.175	-0.107	14.10109000	9001.1100	0.024	0.5180	44.50	126.90	0	ECL	-99.99	LMC161.3.70149	LMC517.07.22356	OGLE-LMC-ECL-16303
OGLE-LMC-HB-0269	RG	05:27:40.63	-70:25:07.5	16.107	17.831	1.724	454.07000000	9253.1000	0.035	0.4360	87.00	121.70	1	-99.99	-99.99	LMC163.3.13639	LMC516.07.7679	-99.99
OGLE-LMC-HB-0270	RG	05:27:41.79	-69:15:57.2	15.712	17.338	1.626	366.04000000	9324.4000	0.049	0.3200	55.10	18.60	1	-99.99	-99.99	LMC161.2.73784	LMC517.07.49	-99.99
OGLE-LMC-HB-0271	RG	05:27:45.23	-70:35:15.2	16.245	17.789	1.544	283.62000000	9188.4000	0.029	0.1880	57.70	101.70	1	-99.99	-99.99	LMC163.1.46974	LMC515.32.46406	-99.99
OGLE-LMC-HB-0272	RG	05:28:12.28	-69:34:18.0	16.404	17.931	1.527	257.68700000	9234.7500	0.065	0.2633	63.30	35.30	1	-99.99	LMC_SC3_201547	LMC162.4.112610	LMC516.32.86	-99.99
OGLE-LMC-HB-0273	MS	05:28:19.06	-69:07:50.7	15.041	14.909	-0.132	7.54821400	9006.8860	0.028	0.2730	48.20	0.10	1	-99.99	-99.99	LMC161.3.82057	LMC517.06.60528	-99.99
OGLE-LMC-HB-0274	RG	05:28:22.83	-70:32:36.2	16.388	17.691	1.303	239.49000000	9072.7000	0.015	0.2800	60.00	137.60	1	OSARG	-99.99	LMC163.2.20966	LMC515.32.19965	-99.99
OGLE-LMC-HB-0275	RG	05:28:30.75	-70:10:43.2	15.482	17.064	1.582	582.28000000	9098.6000	0.030	0.3188	60.00	125.20	1	OSARG	LMC_SC3_125026	LMC163.4.104751	LMC516.14.58920	-99.99
OGLE-LMC-HB-0276	MS	05:28:47.62	-69:34:03.9	15.901	16.219	0.318	25.54610000	9016.8200	0.024	0.0960	26.90	23.20	0	-99.99	-99.99	LMC162.4.129369	LMC516.31.40170	-99.99
OGLE-LMC-HB-0277	RG	05:28:48.25	-70:09:03.6	15.770	17.414	1.644	354.63500000	9154.7000	0.050	0.2060	48.20	167.10	1	-99.99	LMC_SC3_243475	LMC163.4.123020	LMC516.14.72045	-99.99
OGLE-LMC-HB-0278	RG	05:28:48.51	-69:22:06.0	15.701	17.239	1.538	356.63000000	9109.1900	0.066	0.3142	44.91	150.50	1	-99.99	LMC_SC3_333510	LMC161.2.38009	LMC516.31.75163	EROS2-star lm002-0l-24086
OGLE-LMC-HB-0279	RG	05:28:48.76	-69:44:51.9	16.143	17.305	1.162	259.47100000	9139.3000	0.033	0.1890	70.20	66.60	1	-99.99	LMC_SC3_290210	LMC162.3.142944	LMC516.23.86332	MACHO 77.7913.428
OGLE-LMC-HB-0280	RG	05:28:49.98	-70:12:11.1	14.126	16.005	1.879	661.31000000	9398.4000	0.078	0.3266	49.20	9.20	1	OSARG	LMC_SC3_236712	LMC163.4.52070	LMC516.14.58887	2MASS J05284999-7012111
OGLE-LMC-HB-0281	MS	05:29:13.46	-67:00:08.7	15.482	15.551	0.069	158.02200000	9139.2400	0.203	0.2090	89.70	76.39	0	ECL	-99.99	-99.99	LMC518.30.19680	OGLE-LMC-ECL-34014
OGLE-LMC-HB-0282	RG	05:29:15.25	-70:05:49.1	16.131	17.809	1.678	512.63000000	9461.7000	0.037	0.3990	59.40	140.80	1	-99.99	LMC_SC3_243534	LMC162.1.45394	LMC516.14.72201	-99.99
OGLE-LMC-HB-0283	MS	05:29:22.57	-68:44:20.8	16.139	15.978	-0.161	7.00983700	9000.3540	0.025	0.4990	16.60	78.00	1	-99.99	-99.99	LMC167.7.9244	LMC517.14.24538	-99.99
OGLE-LMC-HB-0284	RG	05:29:29.57	-70:00:39.2	15.764	17.292	1.528	541.44000000	9212.6000	0.025	0.4060	65.30	94.70	1	-99.99	LMC_SC3_368170	LMC169.8.74823	LMC516.14.28571	-99.99
OGLE-LMC-HB-0285	RG	05:29:31.99	-70:11:08.4	15.977	17.454	1.477	384.10000000	9122.6000	0.034	0.1710	90.00	121.60	1	ECL	LMC_SC3_345466	LMC170.5.74197	LMC516.14.152	OGLE-LMC-ECL-17246
OGLE-LMC-HB-0286	MS	05:29:40.18	-66:44:45.8	17.411	17.277	-0.134	3.48344800	9002.2140	0.065	0.5090	29.10	63.50	0	ECL	-99.99	-99.99	LMC519.05.4553	OGLE-LMC-ECL-34130
OGLE-LMC-HB-0287	RG	05:29:47.63	-71:11:11.6	16.129	17.477	1.348	274.98100000	9047.2000	0.079	0.3707	89.50	154.60	0	TEO/ECL	-99.99	LMC164.1.32908	LMC515.14.37635	EROS2-star lm058-5k-5506
OGLE-LMC-HB-0288	RG	05:29:48.71	-69:23:18.6	15.346	17.136	1.790	422.36000000	9315.4000	0.045	0.0996	45.90	57.50	1	OSARG	LMC_SC3_444289	LMC168.7.13125	LMC516.31.21042	-99.99
OGLE-LMC-HB-0289	MS	05:29:51.27	-71:57:10.1	16.346	16.544	0.198	2555.50000000	10621.9000	0.182	0.4564	50.77	38.40	0	OSARG	-99.99	-99.99	LMC514.31.179	-99.99
OGLE-LMC-HB-0290	MS	05:30:02.38	-71:51:00.9	18.118	19.009	0.891	28.93292000	9004.1500	0.144	0.2015	56.10	26.50	1	-99.99	-99.99	LMC165.1.15370	LMC514.31.21755	OGLE-LMC-ECL-17503
OGLE-LMC-HB-0291	RG	05:30:17.56	-71:44:35.3	15.430	17.105	1.675	767.19000000	9300.2000	0.027	0.4310	52.50	50.40	1	-99.99	-99.99	LMC172.7.23	LMC515.06.21	-99.99
OGLE-LMC-HB-0292	MS	05:30:18.89	-70:26:24.5	15.908	15.948	0.040	3.18585590	9001.6509	0.147	0.2920	89.50	147.40	0	ECL	-99.99	LMC170.7.59336	LMC516.05.53665	-99.99
OGLE-LMC-HB-0293	RG	05:30:19.42	-69:07:23.3	15.836	17.327	1.491	259.12500000	9244.1000	0.044	0.2875	53.90	134.60	1	-99.99	-99.99	LMC168.6.53859	LMC517.05.53123	-99.99
OGLE-LMC-HB-0294	MS	05:30:27.17	-71:02:56.2	15.974	16.140	0.166	63.43960000	9009.6200	0.093	0.4770	20.19	74.40	1	-99.99	-99.99	LMC171.7.34049	LMC515.23.5033	[RHH2018] 113
OGLE-LMC-HB-0295	RG	05:30:33.26	-70:04:36.6	16.217	17.349	1.132	189.47400000	9066.0000	0.019	0.1510	68.00	134.70	1	-99.99	LMC_SC2_31056	LMC169.8.18222	LMC516.13.72606	-99.99
OGLE-LMC-HB-0296	RG	05:30:33.44	-70:17:42.0	14.204	15.658	1.454	389.75000000	9198.6000	0.043	0.1809	62.90	103.30	1	-99.99	LMC_SC2_13	LMC170.6.77104	LMC516.05.79007	2MASS J05303343-7017419
OGLE-LMC-HB-0297	RG	05:30:34.51	-70:57:44.2	16.223	17.444	1.221	169.83200000	9022.4800	0.091	0.2976	71.60	33.70	1	-99.99	-99.99	LMC171.6.8225	LMC515.23.11798	OGLE-LMC-ECL-17768
OGLE-LMC-HB-0298	RG	05:30:37.23	-70:43:21.4	15.834	17.178	1.344	501.26000000	9402.7000	0.034	0.6350	62.10	146.40	1	-99.99	-99.99	LMC170.8.8883	LMC515.31.7597	-99.99
OGLE-LMC-HB-0299	MS	05:30:59.15	-69:06:53.0	14.958	14.937	-0.021	14.04737000	9006.3700	0.017	0.5070	24.40	39.00	1	-99.99	-99.99	LMC168.6.64145	LMC517.05.18823	-99.99
OGLE-LMC-HB-0300	RG	05:31:04.44	-70:22:03.2	16.379	17.853	1.474	339.78500000	9116.3000	0.046	0.4750	65.80	33.50	1	-99.99	-99.99	LMC170.6.30282	LMC516.05.65568	-99.99
OGLE-LMC-HB-0301	RG	05:31:06.56	-69:55:26.6	14.242	15.638	1.396	444.68000000	9231.4000	0.028	0.3110	51.90	2.90	1	-99.99	LMC_SC2_166023	LMC169.7.40932	-99.99	-99.99
OGLE-LMC-HB-0302	MS	05:31:09.06	-69:24:30.3	15.002	14.849	-0.153	4.58478000	9002.0440	0.015	0.1500	33.20	101.10	0	ECL	-99.99	LMC168.8.77063	LMC516.30.19742	OGLE-LMC-ECL-18047
OGLE-LMC-HB-0303	RG	05:31:09.22	-69:27:49.1	15.441	17.081	1.640	456.38000000	9216.7000	0.028	0.1442	56.10	171.10	1	OSARG	LMC_SC2_208893	LMC168.8.77064	LMC516.30.9061	-99.99
OGLE-LMC-HB-0304	RG	05:31:24.38	-70:19:27.3	15.254	16.971	1.717	538.11000000	9173.8000	0.049	0.3576	55.00	172.50	1	OSARG	LMC_SC2_218937	LMC170.6.94522	LMC516.05.19507	-99.99
OGLE-LMC-HB-0305	RG	05:31:52.49	-69:51:55.1	14.923	16.347	1.424	224.05300000	9058.8000	0.019	0.1890	41.20	51.60	1	-99.99	LMC_SC2_276677	LMC169.7.144574	LMC516.22.48	-99.99
OGLE-LMC-HB-0306	RG	05:31:59.81	-69:34:39.7	14.207	15.865	1.658	500.10000000	9121.0000	0.068	0.3475	62.00	71.30	1	-99.99	LMC_SC2_401876	LMC169.5.115056	-99.99	-99.99
OGLE-LMC-HB-0307	RG	05:32:02.30	-69:32:09.4	15.844	17.357	1.513	427.75000000	9157.5000	0.025	0.1580	71.00	38.60	1	-99.99	-99.99	LMC168.8.39811	LMC516.29.34554	-99.99
OGLE-LMC-HB-0308	MS	05:32:03.77	-70:29:48.7	16.197	16.762	0.565	33.38135000	9012.7550	0.092	0.4871	89.00	135.00	0	TEO	-99.99	LMC170.7.85789	LMC516.04.43402	OGLE-LMC-ECL-18477
OGLE-LMC-HB-0309	RG	05:32:19.94	-70:00:43.5	15.604	17.149	1.545	537.85000000	9150.8000	0.032	0.4360	59.10	169.30	1	-99.99	LMC_SC2_357840	LMC169.8.135779	LMC516.12.85852	-99.99
OGLE-LMC-HB-0310	RG	05:32:24.86	-69:06:58.4	16.119	17.384	1.265	283.23000000	9265.5000	0.021	0.2420	72.20	13.70	1	-99.99	-99.99	LMC168.3.33197	LMC517.04.18137	-99.99
OGLE-LMC-HB-0311	RG	05:32:26.33	-70:06:04.8	15.345	17.072	1.727	454.46200000	9374.0000	0.070	0.1689	56.50	136.90	1	OSARG	LMC_SC1_44635	LMC169.1.38	LMC516.12.69041	-99.99
OGLE-LMC-HB-0312	RG	05:32:26.55	-69:31:21.3	12.965	14.781	1.816	650.62000000	9413.0000	0.103	0.1801	78.20	133.00	0	OSARG	LMC_SC2_407002	-99.99	LMC516.29.43328	J053226.44-693122.1
OGLE-LMC-HB-0313	RG	05:32:33.12	-69:43:40.6	15.884	17.386	1.502	552.06000000	9538.1000	0.028	0.4060	80.80	107.50	1	ECL	-99.99	LMC169.3.61440	LMC516.21.71376	-99.99
OGLE-LMC-HB-0314	MS	05:32:36.72	-69:24:44.4	14.668	14.731	0.063	10.35699800	9002.3810	0.049	0.2824	57.00	24.80	0	ECL	LMC_SC2_416902	LMC168.1.41153	LMC516.29.54441	OGLE-LMC-ECL-18727
OGLE-LMC-HB-0315	RG	05:32:37.75	-65:38:43.4	15.217	16.672	1.455	685.81000000	9415.5000	0.052	0.5990	70.50	72.80	1	-99.99	-99.99	-99.99	LMC519.28.9324	OGLE-LMC-ECL-34991
OGLE-LMC-HB-0316	RG	05:32:40.00	-69:13:30.1	15.099	16.985	1.886	414.49000000	9350.7500	0.138	0.2209	62.19	57.12	0	OSARG	-99.99	LMC168.3.55	LMC517.04.8610	EROS2-star lm002-1k-28820
OGLE-LMC-HB-0317	RG	05:32:50.71	-69:42:52.6	15.912	17.438	1.526	239.63000000	9069.5000	0.049	0.1500	66.00	52.80	1	-99.99	LMC_SC1_84811	LMC169.3.61465	LMC516.21.71400	-99.99
OGLE-LMC-HB-0318	RG	05:33:09.32	-69:52:38.3	15.702	17.121	1.419	341.55700000	9077.2000	0.043	0.1729	65.20	31.00	1	OSARG	LMC_SC1_158043	LMC169.2.73535	LMC516.21.43	-99.99
OGLE-LMC-HB-0319	MS	05:33:10.26	-68:32:01.5	17.942	18.382	0.440	10.76073000	9002.1400	0.058	0.3230	67.60	4.40	0	ECL	-99.99	LMC167.3.29239	LMC517.20.31866	OGLE-LMC-ECL-18972
OGLE-LMC-HB-0320	RG	05:33:24.32	-71:03:45.0	16.084	17.608	1.524	296.38000000	9202.0000	0.025	0.3000	63.80	112.20	1	-99.99	-99.99	LMC171.2.32786	LMC515.21.32681	OGLE-LMC-ECL-35210
OGLE-LMC-HB-0321	RG	05:33:25.54	-69:43:32.5	16.722	18.045	1.323	148.65700000	9029.0000	0.041	0.2441	71.00	10.50	1	-99.99	LMC_SC1_175013	LMC169.3.77611	LMC516.21.24891	-99.99
OGLE-LMC-HB-0322	RG	05:33:27.00	-70:07:51.7	15.555	17.120	1.565	342.90000000	9069.6000	0.040	0.1246	61.40	56.70	1	ECL	LMC_SC1_130673	LMC169.1.16878	LMC516.12.12322	EROS2-star lm002-7m-3365
OGLE-LMC-HB-0323	MS	05:33:33.41	-71:18:07.3	16.379	16.551	0.172	24.91618000	9011.5020	0.060	0.4730	24.96	72.70	0	ECL	-99.99	LMC171.1.65	LMC515.12.37430	-99.99
OGLE-LMC-HB-0324	RG	05:33:44.77	-69:34:19.4	15.870	17.202	1.332	205.78900000	9099.6000	0.079	0.2654	54.60	128.00	1	-99.99	-99.99	LMC169.4.63771	-99.99	OGLE-LMC-ECL-19234
OGLE-LMC-HB-0325	RG	05:33:51.82	-69:35:25.7	15.918	17.576	1.658	264.82500000	9261.0000	0.070	0.2296	72.00	54.30	1	-99.99	-99.99	LMC169.4.63692	LMC516.28.32944	OGLE-LMC-ECL-19281
OGLE-LMC-HB-0326	RG	05:33:56.64	-70:19:19.7	16.634	18.005	1.371	205.41800000	9153.6000	0.030	0.1430	59.50	126.30	1	-99.99	LMC_SC1_201696	LMC170.3.73551	LMC516.03.62029	-99.99
OGLE-LMC-HB-0327	RG	05:34:04.58	-70:33:51.0	15.199	16.894	1.695	401.84000000	9060.4000	0.048	0.1729	78.50	61.50	1	OSARG	LMC_SC1_184022	LMC170.2.12085	LMC515.29.25500	2MASS J05340458-7033510
OGLE-LMC-HB-0328	RG	05:34:07.06	-69:07:13.5	16.359	17.745	1.386	319.99800000	9059.9000	0.046	0.3244	52.70	106.20	1	-99.99	-99.99	LMC168.3.48774	LMC517.03.14176	-99.99
OGLE-LMC-HB-0329	MS	05:34:07.84	-69:05:11.7	17.857	18.556	0.699	11.35836000	9004.9880	0.097	0.2687	77.00	120.20	1	-99.99	-99.99	LMC168.4.14143	LMC517.03.14571	OGLE-LMC-ECL-19401
OGLE-LMC-HB-0330	MS	05:34:10.74	-67:26:45.4	14.499	14.361	-0.138	9.46739000	9003.0600	0.019	0.3640	57.00	32.00	0	ECL	-99.99	-99.99	LMC518.19.11621	OGLE-LMC-ECL-35417
OGLE-LMC-HB-0331	MS	05:34:11.26	-66:56:56.5	14.741	14.582	-0.159	5.87278000	9003.7250	0.024	0.2040	30.90	169.00	0	-99.99	-99.99	-99.99	LMC518.27.21627	-99.99
OGLE-LMC-HB-0332	MS	05:34:14.86	-69:50:35.2	16.275	16.389	0.114	7.10789000	9004.9910	0.028	0.3370	44.90	19.70	0	ECL	-99.99	LMC169.2.109630	LMC516.20.51233	OGLE-LMC-ECL-19456
OGLE-LMC-HB-0333	MS	05:34:32.79	-69:45:24.1	14.971	14.815	-0.156	4.12294700	9002.5550	0.018	0.2360	88.00	125.00	0	ECL	-99.99	LMC169.3.93686	LMC516.20.63068	OGLE-LMC-ECL-19581
OGLE-LMC-HB-0334	RG	05:34:43.55	-71:16:32.4	14.390	15.787	1.397	322.02000000	9148.7000	0.042	0.2303	80.60	76.70	1	-99.99	-99.99	LMC171.1.6932	-99.99	2MASS J05344354-7116323
OGLE-LMC-HB-0335	RG	05:34:46.47	-70:30:05.2	16.347	17.777	1.430	276.57900000	9096.2000	0.026	0.1690	58.40	16.00	1	-99.99	LMC_SC1_271034	LMC170.2.73293	LMC516.03.41429	-99.99
OGLE-LMC-HB-0336	RG	05:34:53.54	-69:29:26.7	15.889	17.458	1.569	433.49000000	9220.4000	0.041	0.3494	57.40	41.10	1	-99.99	-99.99	LMC168.1.32713	LMC516.28.7203	-99.99
OGLE-LMC-HB-0337	MS	05:35:06.34	-70:16:26.5	16.465	17.078	0.613	18.35047800	9003.9160	0.196	0.2210	89.90	45.35	0	ECL	LMC_SC1_290444	LMC170.4.33114	LMC516.03.30711	-99.99
OGLE-LMC-HB-0338	RG	05:35:06.74	-70:16:32.1	15.263	17.054	1.791	858.65000000	9001.3000	0.042	0.4126	58.20	22.80	1	OSARG	LMC_SC1_290414	LMC170.4.33004	LMC516.03.30647	MACHO 11.8873.36
OGLE-LMC-HB-0339	RG	05:35:07.01	-69:41:58.6	16.141	18.027	1.886	405.66000000	9100.4000	0.029	0.1800	61.80	32.00	1	-99.99	LMC_SC1_340241	LMC169.3.108936	LMC516.20.21248	-99.99
OGLE-LMC-HB-0340	MS	05:35:16.88	-69:02:53.8	15.029	15.132	0.103	15.48356000	9000.5880	0.007	0.5630	33.00	170.00	0	ECL	-99.99	LMC168.4.19605	LMC517.02.37346	OGLE-LMC-ECL-19871
OGLE-LMC-HB-0341	MS	05:35:19.23	-67:16:01.8	14.092	13.938	-0.154	16.15973000	9003.5140	0.097	0.6670	88.20	88.10	0	ECL	-99.99	-99.99	LMC518.19.5811	OGLE-LMC-ECL-35756
OGLE-LMC-HB-0342	MS	05:35:23.56	-68:49:01.9	15.527	15.425	-0.102	6.66142600	9005.8770	0.027	0.2200	35.60	4.00	1	-99.99	-99.99	LMC174.8.90	LMC517.10.33992	-99.99
OGLE-LMC-HB-0343	MS	05:35:27.21	-67:57:43.3	16.577	16.634	0.057	5.17029600	9001.2150	0.029	0.1670	89.00	103.20	1	-99.99	-99.99	LMC173.6.367	LMC518.02.2736	OGLE-LMC-ECL-35797
OGLE-LMC-HB-0344	RG	05:35:37.46	-69:15:53.2	16.100	17.857	1.757	418.17000000	9359.5000	0.033	0.2820	70.00	33.60	1	-99.99	-99.99	LMC175.7.44002	LMC517.02.22143	MACHO 82.9009.83
OGLE-LMC-HB-0345	RG	05:35:55.32	-70:28:47.3	15.649	17.472	1.823	324.90100000	9139.6000	0.042	0.1254	57.90	150.60	1	-99.99	LMC_SC16_81498	LMC170.2.86131	LMC516.02.39017	-99.99
OGLE-LMC-HB-0346	MS	05:36:00.48	-69:29:26.0	14.548	14.561	0.013	20.40130000	9013.5900	0.026	0.4710	56.40	64.20	1	-99.99	-99.99	LMC175.8.10924	LMC516.27.38569	MACHO 81.9006.10
OGLE-LMC-HB-0347	MS	05:36:00.97	-69:42:27.1	14.637	14.467	-0.170	7.65770800	9000.6900	0.064	0.6790	89.10	95.40	0	ECL	-99.99	LMC176.6.39822	LMC516.19.56963	OGLE-LMC-ECL-20218
OGLE-LMC-HB-0348	MS	05:36:13.43	-68:55:44.3	14.412	14.338	-0.074	8.67917000	9000.5300	0.015	0.3380	24.80	40.00	1	-99.99	-99.99	LMC174.8.43	LMC517.10.23	MCPS 084.05595-68.92893
OGLE-LMC-HB-0349	RG	05:36:15.81	-69:33:46.0	16.288	17.928	1.640	594.32000000	9381.4000	0.034	0.5270	62.80	24.10	1	-99.99	-99.99	LMC176.5.34357	LMC516.27.31496	-99.99
