# ID	Type	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-LMC-T2CEP-228	BLHer	05:08:19.15	-77:57:19.9	17.825	18.357	0.532	1.2484989	0.0000098	7000.36145	0.551	0.233	4.580	0.109	3.345	-99.99	-99.99	LMC633.27.1335	-99.99	
OGLE-LMC-T2CEP-229	BLHer	05:11:05.58	-64:52:02.2	17.678	18.294	0.616	1.2858606	0.0000037	7000.45374	0.211	0.218	5.093	0.000	-99.99	-99.99	-99.99	LMC513.19.696	-99.99	
OGLE-LMC-T2CEP-230	RVTau	05:13:13.98	-71:32:00.9	15.226	16.305	1.079	30.6064515	0.0020234	7021.38136	0.759	0.117	5.513	0.012	2.270	-99.99	-99.99	LMC501.24.5256	-99.99	
OGLE-LMC-T2CEP-231	BLHer	05:14:14.08	-65:31:28.6	17.684	18.382	0.698	1.8454664	0.0000029	7000.70619	0.374	0.100	5.030	0.182	2.353	-99.99	-99.99	LMC506.24.683	-99.99	
OGLE-LMC-T2CEP-232	WVir	05:15:19.36	-72:10:30.6	16.051	16.956	0.905	12.7685807	0.0004500	7010.25841	0.283	0.098	2.017	0.079	3.343	-99.99	-99.99	LMC501.06.7602	-99.99	
OGLE-LMC-T2CEP-233	RVTau	05:16:07.56	-67:13:55.7	14.439	15.101	0.662	33.4233312	0.0176058	7027.12470	0.099	0.047	4.627	0.051	2.305	-99.99	-99.99	LMC505.06.12589	HV5690	
OGLE-LMC-T2CEP-234	WVir	05:17:56.52	-65:51:14.2	16.320	17.229	0.909	9.1976977	0.0001963	7008.65540	0.202	0.135	0.961	0.039	1.526	-99.99	-99.99	LMC506.13.84	-99.99	
OGLE-LMC-T2CEP-235	BLHer	05:18:09.80	-63:17:58.4	17.797	18.458	0.661	1.5977516	0.0000026	7000.70330	0.538	0.230	4.998	0.220	2.068	-99.99	-99.99	LMC574.13.3900	-99.99	
OGLE-LMC-T2CEP-236	WVir	05:18:43.06	-67:28:41.9	16.381	17.315	0.934	9.4472740	0.0001990	7001.42805	0.166	0.134	1.270	0.037	1.848	-99.99	-99.99	LMC504.29.25643	-99.99	
OGLE-LMC-T2CEP-237	RVTau	05:19:46.12	-68:53:52.4	17.955	19.048	1.093	30.8406482	0.0060493	7013.27289	0.473	0.280	6.039	0.133	5.140	-99.99	LMC101.1.1004	LMC503.29.12149	-99.99	faint RV Tau star
OGLE-LMC-T2CEP-238	BLHer	05:19:57.19	-65:09:11.0	17.767	18.509	0.742	1.9046648	0.0000040	7001.86608	0.363	0.105	5.045	0.151	2.485	-99.99	-99.99	LMC506.28.858	-99.99	
OGLE-LMC-T2CEP-239	WVir	05:21:16.80	-61:54:08.3	15.516	16.225	0.709	15.7034239	0.0003872	7007.06952	0.907	0.314	5.940	0.096	3.525	-99.99	-99.99	LMC575.19.25	-99.99	
OGLE-LMC-T2CEP-240	RVTau	05:21:21.39	-74:48:48.7	15.505	16.653	1.148	21.8568056	0.0014571	7000.53680	0.857	0.068	5.717	0.034	3.570	-99.99	-99.99	LMC525.03.24	-99.99	
OGLE-LMC-T2CEP-241	BLHer	05:23:07.88	-64:51:30.5	17.309	18.051	0.742	2.3357218	0.0000049	7000.22271	0.424	0.198	5.617	0.087	3.868	-99.99	-99.99	LMC573.01.515	-99.99	
OGLE-LMC-T2CEP-242	BLHer	05:23:13.41	-73:11:12.5	17.986	18.748	0.762	1.5753078	0.0000028	7001.03773	0.390	0.093	5.063	0.196	2.038	-99.99	-99.99	LMC500.10.402	-99.99	
OGLE-LMC-T2CEP-243	BLHer	05:23:15.31	-72:05:15.6	17.840	-99.99	-99.99	1.4524970	0.0000073	7001.05020	0.566	0.326	4.415	0.070	0.255	-99.99	-99.99	LMC501.02.8154	-99.99	
OGLE-LMC-T2CEP-244	RVTau	05:23:15.77	-75:30:01.8	14.473	15.474	1.001	39.9780760	0.0674300	7032.02404	0.589	0.219	5.433	0.052	5.634	-99.99	-99.99	LMC640.11.2397	-99.99	
OGLE-LMC-T2CEP-245	WVir	05:23:16.66	-67:16:04.3	16.159	17.064	0.905	10.1637513	0.0003616	7001.74451	0.177	0.108	1.409	0.026	1.861	-99.99	-99.99	LMC505.01.14099	-99.99	
OGLE-LMC-T2CEP-246	WVir	05:24:41.09	-67:19:18.1	16.658	17.531	0.873	6.2527841	0.0001267	7002.95294	0.089	0.092	6.090	0.000	-99.99	-99.99	-99.99	LMC518.25.13699	-99.99	
OGLE-LMC-T2CEP-247	BLHer	05:24:58.38	-76:37:06.1	18.154	18.658	0.504	1.0532265	0.0000058	7000.04367	0.621	0.349	4.586	0.127	2.635	-99.99	-99.99	LMC639.19.168	-99.99	
OGLE-LMC-T2CEP-248	WVir	05:25:16.11	-66:32:41.3	16.648	17.820	1.172	10.8629624	0.0003835	7007.83969	0.241	0.113	1.612	0.059	2.588	-99.99	-99.99	LMC505.17.13795	-99.99	
OGLE-LMC-T2CEP-249	BLHer	05:25:37.81	-72:39:22.7	17.707	18.511	0.804	2.2253575	0.0000096	7002.16917	0.321	0.133	5.264	0.093	3.292	-99.99	-99.99	LMC500.26.269	-99.99	
OGLE-LMC-T2CEP-250	pWVir	05:25:47.05	-66:18:11.5	14.573	15.297	0.724	15.9390694	0.0004751	7014.87051	0.250	0.192	5.719	0.050	5.350	-99.99	-99.99	LMC519.15.21444	-99.99	type II Cepheid in an ellipsoidal binary system (P_orb = 198.31 d)
OGLE-LMC-T2CEP-251	RVTau	05:26:27.24	-66:42:58.7	14.165	14.956	0.791	35.9645476	0.0094034	7020.87131	0.198	0.203	5.616	0.043	3.227	-99.99	-99.99	LMC519.07.3480	HV2522	
OGLE-LMC-T2CEP-252	WVir	05:26:53.14	-66:23:56.1	15.786	16.780	0.994	16.3551180	0.0004949	7011.95379	0.752	0.038	1.604	0.067	2.636	-99.99	-99.99	LMC519.15.3620	-99.99	
OGLE-LMC-T2CEP-253	WVir	05:26:58.48	-65:34:15.7	16.131	17.060	0.929	11.3746413	0.0002083	7010.36594	0.746	0.220	5.947	0.080	2.300	-99.99	-99.99	LMC520.06.84	-99.99	
OGLE-LMC-T2CEP-254	WVir	05:28:18.89	-65:37:18.6	16.036	16.949	0.913	10.9395630	0.0002729	7005.86328	0.223	0.122	1.879	0.035	2.661	-99.99	-99.99	LMC519.31.7561	-99.99	
OGLE-LMC-T2CEP-255	BLHer	05:28:36.38	-62:39:48.1	18.218	18.862	0.644	1.0701296	0.0000031	7000.31334	0.401	0.201	5.464	0.162	4.564	-99.99	-99.99	LMC593.13.4840	-99.99	
OGLE-LMC-T2CEP-256	BLHer	05:30:17.62	-76:10:03.4	17.834	18.481	0.647	1.6201093	0.0000268	7001.37583	0.502	0.212	4.971	0.176	1.236	-99.99	-99.99	LMC644.15.2032	-99.99	
OGLE-LMC-T2CEP-257	WVir	05:31:57.90	-74:02:22.0	16.491	17.394	0.903	8.5752762	0.0002486	7000.51555	0.170	0.171	0.874	0.061	1.368	-99.99	-99.99	LMC526.06.5067	-99.99	
OGLE-LMC-T2CEP-258	RVTau	05:32:43.82	-67:28:51.6	15.412	16.385	0.973	22.8780233	0.0010206	7020.98166	0.906	0.194	6.064	0.045	4.545	-99.99	-99.99	LMC518.11.22266	-99.99	
OGLE-LMC-T2CEP-259	BLHer	05:32:53.89	-72:50:23.5	17.804	18.507	0.703	1.8166589	0.0000024	7000.03730	0.458	0.153	5.380	0.132	2.639	-99.99	-99.99	LMC514.05.8258	-99.99	
OGLE-LMC-T2CEP-260	BLHer	05:33:18.79	-63:47:56.5	17.260	18.069	0.809	3.0864503	0.0000119	7000.39118	0.515	0.276	5.516	0.140	4.569	-99.99	-99.99	LMC592.10.7443	-99.99	
OGLE-LMC-T2CEP-261	WVir	05:34:39.16	-63:47:37.7	15.562	16.433	0.871	15.8884908	0.0003332	7014.36701	0.894	0.219	6.153	0.082	3.806	-99.99	-99.99	LMC592.09.7048	-99.99	
OGLE-LMC-T2CEP-262	WVir	05:35:36.47	-63:24:22.2	15.818	16.669	0.851	16.0475985	0.0004069	7001.04245	0.739	0.058	1.717	0.079	2.499	-99.99	-99.99	LMC597.15.62	-99.99	
OGLE-LMC-T2CEP-263	WVir	05:37:16.91	-65:06:24.1	15.786	16.735	0.949	13.0618608	0.0014076	7002.12203	0.254	0.080	1.345	0.111	1.820	-99.99	-99.99	LMC556.32.7234	-99.99	amplitude and period changes
OGLE-LMC-T2CEP-264	BLHer	05:37:52.79	-63:51:42.5	17.649	18.390	0.741	1.9701588	0.0000025	7001.96833	0.459	0.157	5.565	0.082	3.133	-99.99	-99.99	LMC596.31.5493	-99.99	
OGLE-LMC-T2CEP-265	WVir	05:39:16.43	-67:30:32.0	15.774	16.631	0.857	14.3884913	0.0001180	7013.50000	0.874	0.218	0.022	0.080	3.342	-99.99	-99.99	LMC554.32.11637	-99.99	
OGLE-LMC-T2CEP-266	WVir	05:39:47.42	-74:33:53.0	16.934	17.859	0.925	5.0413596	0.0003017	7000.21557	0.228	0.178	5.568	0.066	6.079	-99.99	-99.99	LMC645.20.3503	-99.99	
OGLE-LMC-T2CEP-267	BLHer	05:39:50.81	-67:28:28.4	18.349	18.701	0.352	1.0311085	0.0000018	7000.71215	0.453	0.353	4.627	0.135	2.087	-99.99	-99.99	LMC554.32.13327	-99.99	
OGLE-LMC-T2CEP-268	BLHer	05:40:17.08	-73:34:56.1	17.764	18.381	0.617	1.4166769	0.0000080	7001.17253	0.248	0.126	4.567	0.000	-99.99	-99.99	-99.99	LMC526.19.220	-99.99	
OGLE-LMC-T2CEP-269	BLHer	05:41:14.63	-72:43:47.4	17.870	18.570	0.700	1.4759514	0.0000021	7000.28459	0.481	0.233	4.849	0.109	0.636	-99.99	-99.99	LMC514.01.6277	-99.99	
OGLE-LMC-T2CEP-270	WVir	05:41:33.44	-66:13:10.0	16.069	16.977	0.908	10.9802678	0.0004172	7009.87675	0.227	0.089	1.400	0.057	2.306	-99.99	-99.99	LMC556.04.88	-99.99	
OGLE-LMC-T2CEP-271	WVir	05:46:20.54	-66:50:31.1	16.526	17.389	0.863	7.0290246	0.0004615	7001.03812	0.072	0.000	-99.99	0.000	-99.99	-99.99	-99.99	LMC555.19.979D	-99.99	
OGLE-LMC-T2CEP-272	RVTau	05:48:01.19	-65:58:11.1	14.458	15.139	0.681	36.1236179	0.0194172	7035.62909	0.118	0.133	4.584	0.030	1.635	-99.99	-99.99	LMC563.25.7083	-99.99	
OGLE-LMC-T2CEP-273	BLHer	05:49:46.19	-67:52:38.7	17.303	18.098	0.795	2.7553039	0.0000064	7001.93971	0.345	0.190	5.374	0.111	3.910	-99.99	-99.99	LMC554.18.10685	-99.99	
OGLE-LMC-T2CEP-274	BLHer	05:50:05.56	-66:09:39.4	17.704	18.248	0.544	1.4380219	0.0000019	7000.80994	0.609	0.274	4.360	0.050	5.788	-99.99	-99.99	LMC563.23.518	-99.99	
OGLE-LMC-T2CEP-275	WVir	05:52:11.98	-74:14:35.0	16.061	17.117	1.056	14.2228169	0.0007040	7004.86890	0.802	0.126	0.974	0.123	2.372	-99.99	-99.99	LMC527.12.4015	-99.99	
OGLE-LMC-T2CEP-276	RVTau	05:53:26.01	-66:58:51.5	14.378	15.219	0.841	32.1289992	0.0062762	7010.46602	0.385	0.193	0.020	0.063	5.310	-99.99	-99.99	LMC562.30.8849	LMV727 HV2878	
OGLE-LMC-T2CEP-277	RVTau	05:54:29.23	-63:55:25.1	14.798	15.707	0.909	30.3610752	0.0026640	7013.58537	0.761	0.173	6.105	0.062	5.025	-99.99	-99.99	LMC600.09.5392	-99.99	
OGLE-LMC-T2CEP-278	RVTau	06:04:05.47	-65:19:17.1	15.157	16.053	0.896	25.0268663	0.0026244	7002.53697	0.961	0.132	5.862	0.065	4.496	-99.99	-99.99	LMC571.21.4575	-99.99	
OGLE-LMC-T2CEP-279	WVir	06:10:30.67	-67:23:40.4	15.645	16.607	0.962	16.7063052	0.0002596	7009.56419	0.857	0.016	0.605	0.073	2.856	-99.99	-99.99	LMC570.01.60	-99.99	
OGLE-LMC-T2CEP-280	pWVir	06:12:54.32	-73:43:56.0	15.760	16.516	0.756	5.4122216	0.0000138	7002.18616	0.785	0.378	5.336	0.199	4.073	-99.99	-99.99	LMC557.10.2720	-99.99	
OGLE-LMC-T2CEP-281	BLHer	06:14:16.19	-74:03:42.8	18.163	18.797	0.634	1.0778137	0.0000013	7000.37798	0.656	0.314	4.742	0.127	2.834	-99.99	-99.99	LMC557.01.2774	-99.99	
OGLE-LMC-T2CEP-282	pWVir	06:14:55.26	-67:04:09.0	16.461	17.089	0.628	6.3043037	0.0001498	7005.32001	0.238	0.154	4.514	0.067	3.446	-99.99	-99.99	LMC609.31.79	-99.99	
OGLE-LMC-T2CEP-283	WVir	06:16:58.08	-71:30:54.6	16.263	17.204	0.941	9.5027695	0.0002312	7008.38040	0.243	0.131	1.314	0.043	1.472	-99.99	-99.99	LMC566.21.5061	-99.99	
OGLE-LMC-T2CEP-284	WVir	06:17:32.60	-66:16:20.2	15.366	16.192	0.826	15.2487700	0.0001930	7004.31616	0.915	0.325	6.017	0.091	3.612	-99.99	-99.99	LMC608.11.4040	-99.99	
OGLE-LMC-T2CEP-285	BLHer	06:17:49.71	-69:45:39.2	18.110	18.699	0.589	1.0508831	0.0000077	7000.51774	0.487	0.207	4.934	0.091	2.741	-99.99	-99.99	LMC611.25.4004	-99.99	
OGLE-LMC-T2CEP-286	WVir	06:18:46.25	-73:09:13.0	16.592	17.504	0.912	6.2210883	0.0000956	7001.75764	0.169	0.169	6.257	0.042	0.140	-99.99	-99.99	LMC565.13.145	-99.99	
OGLE-LMC-T2CEP-287	BLHer	06:20:41.99	-72:31:36.2	18.089	18.701	0.612	1.3443273	0.0000039	7000.38164	0.409	0.177	5.304	0.130	0.334	-99.99	-99.99	LMC565.29.297	-99.99	
OGLE-LMC-T2CEP-288	BLHer	06:31:50.38	-68:00:19.6	18.052	18.500	0.448	1.0713660	0.0000021	7000.77229	0.622	0.321	4.716	0.095	2.696	-99.99	-99.99	LMC614.21.247	-99.99	
OGLE-LMC-T2CEP-289	BLHer	06:39:15.59	-75:18:24.8	17.224	18.033	0.809	3.0134582	0.0000457	7000.95400	0.511	0.241	5.534	0.139	4.140	-99.99	-99.99	LMC658.18.1545	-99.99	
OGLE-LMC-T2CEP-290	BLHer_1O	04:51:11.61	-69:00:33.0	17.869	18.520	0.651	0.9321202	0.0000020	7000.64764	0.238	0.264	4.016	0.110	1.559	-99.99	LMC135.5.19670	LMC531.22.15530	-99.99	first-overtone BL Her star (see Soszynski et al. 2019), reclassified OGLE-LMC-ACEP-005
OGLE-LMC-T2CEP-291	BLHer_1O	05:42:38.85	-61:59:44.3	18.135	18.647	0.512	0.8175507	0.0000015	7000.26598	0.417	0.317	4.092	0.110	1.928	-99.99	-99.99	LMC598.09.2192	-99.99	first-overtone BL Her star (see Soszynski et al. 2019), reclassified OGLE-LMC-RRLYR-35068
OGLE-LMC-T2CEP-292	BLHer	04:15:04.16	-80:51:54.6	16.075	16.753	0.678	1.8821663	0.0000161	7001.44046	0.671	0.355	4.902	0.220	2.462	-99.99	-99.99	MBR241.03.705	-99.99	Galactic type II Cepheid
OGLE-LMC-T2CEP-293	pWVir	06:33:29.68	-65:59:37.4	15.013	15.846	0.833	5.6378773	0.0003605	7001.35281	0.146	0.197	5.085	0.000	-99.99	-99.99	-99.99	LMC751.23.3510	-99.99	
OGLE-LMC-T2CEP-294	WVir	06:45:33.15	-66:38:58.5	15.320	16.259	0.939	17.9878502	0.0063906	7011.89997	0.927	0.152	6.002	0.069	4.128	-99.99	-99.99	LMC754.23.2516	SSS_J064533.1-663900	
OGLE-LMC-T2CEP-295	WVir	06:05:53.66	-74:42:01.0	16.402	17.328	0.926	7.6315082	0.0001660	7004.68330	0.138	0.151	0.444	0.047	0.211	-99.99	-99.99	LMC572.23.62	-99.99	
